text,CEFR
"Maria Meier 28.Oktober 2011 1728 Stadt X Aupairsglobal Bahnhofstr. 101 Wiesbaden Informationen über Ihre Anzeige , ich habe Ihre Anzeige gelesen und ich möchte weitere Informationen. Seit Jahren studiere ich Deutsch. Mein Niveau ist nicht genugend so habe ich beschliessen, auf Deutschland zu leben. Eine Au-pair-Stelle schien eine gute Lösung. Ich habe einige Fragen: Ich bin 17 Jahre alt. So müssen meine Eltern die Formalitäten unternehmen? Ich mag nicht grossen Städte, weil ich ruhig und still bin Ist es möglich, dass ich meine ""Familie"" wähle? Das Ziel meiner besuch ist Deutsch zu lernen. Aber, naturlich, Zeit für Spass ist auch wichtig. Welche Freizeitaktivitäten schlagen Sie vor? Ich warte Ihre Antwort mit Ungeduldigkeit Wenn Sie mehrere Informationen über mir wollen, antworte ich gern. Ich hoffe, dass ich eine Familie mit Kindern interessiere. Mit freundilichen Grüssen M Meier",B1
"Stadt X, 28. Oktober 2011 Julia Meier Müllergasse 1 1234 Stadt Y Aupairsglobal Bahnhofstr. 101 Wiesbaden Interesse an Ihrem Au-pair Programm . als ich Ihre Anzeige gelesen habe, war ich sehr begeistert. Seit meiner Kindheit hatte ich das Traum, in einem Au-pair Programm in Deutschland teilzunehmen. Dafür habe ich Tag für Tag Geld gesparen. Ihr Angebot scheint sehr gut zu sein, aber ich möchte Ihnen noch einige Fragen stellen. 1) Ich habe ein schweizerischen Pass. Was sind die Aufenthaltsformalitäten? Werden Sie um diese Formalitäten kümmern oder soll ich es allein machen? 2) ich habe für mehrere Jahre Deutsch in der Schule gelernt. Nun möchte ich meine Sprachkenntnisse verbessern, um die Deutsche Literatur zu studieren. Ist es möglich mit Universitätsprofessoren zu bleiben? 3) Meine letzten Frage ist über die Rechte und Pflichte, die die Gastfamilie und ich haben, um alle dieselbe Erwartungen haben. Ich freue mich auf Ihre baldige Antwort. Mit freundlichen GrüÃen Julia",B2
"Maria Meier BahnhofsstraÃe 17 CH-4053 Stadt X Au-pairsgloball Bahnhofstr. 101 Wiesbaden Stadt X, 27. Oktober 2011 Bitte um Information , Ich habe Ihre Anzeige in der ""Züricher Zeitung"" gelesen und jetzt interessiere ich mich für eine Au-pair-Stelle in Deutschland. Ich bitte Sie um weitere Informationen, um meine folgenden Fragen zu antworten. Ich komme aus Land X und wohne momentan in der Schweiz. Da ich keinen EU-Pass behalte, möchte ich überprüfen, ob ich keine Probleme mit der Aufenthaltsbewilligung habe, wenn ich nach Deutschland komme. Könnten Sie vielleicht diese Aufenthaltsformalitäten erledigen? Ich möchte natürlich gern wissen, welche Rechte und Pflichten ich bekomme, wenn ich als eine Au-pair in Deutschland arbeite. Und zwar, ob ich bei der Familie oder in einer separaten Wohnung wohnen muss, und wieviel Ferientage ich nehmen darf. Natürlich muss ich auch mitteilen, das meine Deutsche Sprache nich perfekt ist. Seit zwei Jahren habe ich Deutsch in der Schweiz gelernt und ich freue mich auf die weitere Möglichkeit, mein Deutsch zu verbessern. Deshalb möchte ich in Deutschland wohnen und arbeiten.",B2
"Donnerstag, 27. Oktober 2011 Maria Julia Meier Müller BahnhofsstraÃe Stadt X Peru AUPAIRSGLOBAL Bahnhofstrasse 101 Wiesbaden , als ich Ihre Anzeige in der peruanischen Zeitung gelesen habe, habe ich mich schnell dafür interessiert, als Au-Pair Mädchen zu arbeiten. Letztes Jahr habe ich Deutsch gelernt. Um meine Deutschkenntnisse zu verbessern, würde ich gerne bei eine deutsch Familie zusammen wohnen. Im Internet habe ich gelesen, dass es günstig ist eine Stelle zu bieten. Könnten Sie mir sagen wie viel ich zahlen muss? Werde ich in der Familie mit dem Haushalt und bei der Kinderbetreuung helfen? Habe ich die Möglichkeit in die Schule zu gehen? Es wäre perfekt, wenn ich die deutsche Prüfungen machen könnte. Ãber Freizeitaktivitäten habe ich auch ein Paar Frage. Würde ich andere Leute, die wie ich als Au-Pair in Deutschland sind, kennenlernen? Ich würde gerne mit ihnen ins Museum oder etwas Trinken gehen. Und noch eine wichtige Frage: Wieviel werde ich pro Monat verdinnen? Ich werde Ihnen dankbar sein, wenn Sie meine Fragen antworten könnten und mir einen Brief schicken.",B2
"Maria Meier Zentralplatz 1 Stadt X Ort, den 29. Okt 2011 Internationale Au-pair Vermittlung Bahnhofstr. 101 Wiesbaden. Fragen über Au-pair-Reise-Angebote , als ich Ihre Werbung im Internet gefunden habe, habe ich mich für Au-pair in Deutschland interessiert. Ich habe über deutsche Kultur an meinen Univasität studiert. Seit denn lerne ich Deutsche Sprache mit meinem Tandempartner. Deshalb möchte ich jetzt Deutsche Sprache in Deutschland lernen. Weiterhin möchte ich Leute aus andaren Länden kennen zu lernen. AuÃerdem spiele ich sehr gerne mit Kinder und ich mache gern sauber für Haus. In Freizeit möchte ich viele Aktivitäten teilnehmen. Zum Beispiel für der Bandern, der Camp und ins Kino gehen mit den Freunden. Ich könnte ab dem 10. April 2012 als Au-pair machen. Ich würde mich eine positive Antwort von Ihren freuen. Mit freundlichen GrüÃen Maria Meier",B1
"Müllergasse 12, A Bahnhofstr. 101, Wiesbaden 0611/76 , Ich habe Ihr Anzeige Au-pair Bewerber in Internet gesehen. Interesire mich viele weil ich Ausbildung als Au-pair Studire habe. Es wäre schön wenn ich in Deutschland Arbeiten könnte, auch mein Deutsche verbessern. Ich habe diese Berufsriechtung gewält weil ich kontakt mit Leute und Kinder Liebe. Ich kann die stelle Hilfe im Haushalt und bei der Kinderbetreuung könnte sein. Es freuch mich viele über eine Positiv Antworte Mit freundliche GrüÃe Maria Winkelmann",B1
"Maria Müller, Zentralplatz 12 Stadt X SLOWAKEI Aupairsglobal Stadt X, den Bahnhofstr. 101 Wiesbaden Interesse für eine Au-pair-Stelle , ich habe Ihre Anzeige über Vermittlung Au-pair-Stellen gelesen. Ich Interessiere mich für eine Stelle in Deutschland. Können Sie mir bitte nähere Informationen schicken? Mich interessiert wie gut ich Deutsche Sprache beherschen sollte, um diese Stelle zu bekommen. Dann auch natürlich wie kann ich mich in der Sprache beim Aufenthal verbessern. Welche Sprachkurse könnte ich besuchen. Gibt es auch Intensivkurse? Können Sie mir auch mitteilen, welche Famielien Sie zur Verfügung haben, die sich für eine Au-Pair interessieren? Wie viel Kinder in der Famielie sind, und wie alt? Natürlich möchte ich auch wissen, was wird von mir erwartet. Muss ich auch im Haushalt helfen? Ist ein Führerschein nötig? Und wie ist das mit dem Freizeit? Ich bin sehr sportlich und leibe Bücher. Können sie mir auch Informationen über mögliche Freizeitaktivitäten geben? Kann man im Umgebung schwimmen, radfahren oder Tanzen? Ich danke Ihnen in voraus für den Antwort. Mit freundlichen GrüÃen Maria Müller",B2
"Maria Meier BahnhofsstraÃe 44 Stadt X An: âAupairsglobal Bahnhofstr. 101 Wiesbaden , Stadt Y Betreff: Anfrage , ich habe vor einiger Zeit Ihre Anzeige gelesen und interesiere mich für eine Stelle als Au-Pair in Deutschland. Welche Dokumente muss man vorlegen um vermittelt zu werden? Muss man sich selbst um den Visa kümmern oder übernimmt dies Ihre Agentur? Wo wird man untergebracht? Direkt bei den Familien oder bekommt man eine eigene Unterkunft? Welche Möglichkeiten gibt es um Deutsche Sprache zu verbessern? Darf man nach Absprache mit der Familie eine Sprachschule besuchen? Wer würde die Kosten tragen? Bitte, klären Sie mich auch über meine Rechte und Pflichten auf. Wieviele Stunden täglich muss man der Familie zur Verfügung stehen? Was würde zu meinen Aufgaben gehören, auÃer auf die Kinder aufzupassen? Ãber eine Antwort von Ihnen freue ich mich und verbleibe Mit freundlichen GrüÃen Maria Meier",B2
"Schmidt Katharina BahnhofsstraÃe Stadt X Bahnhofstr. 101 Wiesbaden Betreff: Informationen über Au-Pair Vermittlung. , Als ich eure Anzeige geleasen haben, hat es Mir Sehr interessiert. Ich habe Meine Realschule fertig gemacht, und Möchte ich mich ein Jarh Zeit lassen bevore ich mit einen Ausbildung anfangen kann. Dass Ihr International Au-pair vermittelt habe ich Mir Sehr drauf gefreut Weil ich habe Mich entschiden ein Jahr nach Deautschland zu reisen als Au-pair Mädchen. Ich habe Kleine Geschwezter die ich sehr gut umgehen kann, und es Wäre Keine problem um die Kleine Kinder zu Kümmern. Die Deutsche Sprache würde in Meine Schule als Zweitesprache gesprochen. Meine Hobbies Sind Kochen, Swimmen, Verschidene Spielen mit Kinder und Musik. Ãber die Aufenthaltsinformation fehlt mir einige, Bitte schicken Sie mir die Information wie ich für Mein Visum mich vorbereiten Kann. Ich würde Mich Sehr freuen ein Termin zu bekommen mich beraten lassen welche Pflichten, und Rechte ich habe als Au-pair Mädchen. Mein Ausweise ist bereit und bin zu vermitllen ab 1. Januar 2012. Für eine baldige Antwort würde mich sehr freuen.",B1
"Au-pairs Global BahnhofstraÃe 101 Wiesbaden Deutschland Stadt X Betreff: Au-pair Stelle in Deutschland , ich habe ihre Anzeige über Internationale Au-pair Vermittlung gelesen und bin dafür interessiert. Ich bin momentan auf der Suche eines Jobs in Deutschland um meine Sprachekompetenzen zu verbessern. Zur Zeit ist mein Deutsch nicht Perfekt. Wäre es ein Problem, damit ich eine Stelle bekommen kann? Wäre es möglich manchmal Abends dort raus zu gehen oder muss ich unbedingt jeden Tag früh zu Hause sein? Darüber hinaus möchte ich wissen ob ich auch Lebensmittel bekommen würde oder müsste ich jedoch sie selbst kaufen. Mich interessiert besonders meine Freizeit dort. Sind die Familien nomaleweise flexibel damit oder es kommt darauf an welchen? Haben Sie mittelweile feste Auswahlkriterium? Brauch man Erfahrung als Au-pair um mehr Möglichkeiten um gewäht zu werden, zu haben? Noch die letzte Frage möchte ich stellen: Kann man die Stadt Deutschlands wo man gerne gehen möchte wählen? Ich freue mich sehr auf ihren Antwort. Mit freundlichen GrüÃen. Maria Meier BahnhofsstraÃe - Stadt X Spanien",B1
"Maria Meier PO Box - Stadt X, Uganda den 14. März 2010 Internationale AU-PAIR vermittlung Bahnhofstr. 101 Wiesbaden Betreff: Interesse an eine Au-pair Jahr in Deutschland. , ich habe mit groÃem interesse Ihre Anzeige im Internet gelesen, und ich interessiere mich sehr. Ich bin 20 Jahre alt, und komme aus Uganda. Ich bitte um weitere Inforamtionen über diese Au-Pair Jahr in einer Familie. Um ein Jahr lang Au-Pair zu machen was benötige ich ist einer der Frage dass würde ich mich sehr interessieren. Ich lerne Deutsch seit 6 Monate, und zuzeit vorbereite ich mich für meiner Deutschtest niveua A2 für ende dieser Monat. Brauche ich noch mehr erfahrungen in der DeutschSprache, oder dass genugend? über der Aufenthaltstitel was soll man machen? Kann ich von meinem Heimat das antragen oder in Deutschland? Was sind die normalen formalitäten? Als einer Au-Pair brauche ich auch Versicherung und wer bezahl für mich? Ich habe erfahrung mit kleine Kindern , weil ich mit betreuung meiner kleine geschwester geholfen hat. Haushalt ist auch kein neues wort für mich. Ich würde mich sehr freuen, wenn ich eine Chance nach Deutschland zu kommen bekomme um meine Deutschsprache zu verbessern, und auch eine neue Kultur zu lernen. Ich hoffe bald von Ihnen zu hören, und auch ein Paar informationen zu bekommen. Mit freundlichen GrüÃen Maria Meier",B1
"Mexico den 28, Oktober 2011 AUPAIRSGLOBAL Bahnhofstr. 101 WIESBADEN DEUTSCHLAND , Ich habe ihre Anzeige gelessen und interessiere mich sehr für eine Au-pair-Stelle in Deutschland. Zurzeit studiere ich an der Universität Politologie, und bin mit dem 4. Semester fertig. Ich interessiere mich sehr für Sprachen und möchte die Deutsche Sprache lernen damit in der Zukunft gut vorbereitat sein kann, und einen guten Job finden. Ich habe schon die Prufüng A2 beim Göethe Institut gemacht und ich glaube, damit könnte ich schon bei der Deutsche Botschaft in Mexiko um einen Aufenthalts erlaubnis als Au-pair beantragen. Vielleicht könnten Sie mir sagen wie lauten die Aufenthaltsformalitäten aus. Vorallem interessiere ich mich ser um meine Rechte und Pflichte da ich nicht so viel Erfahrung habe mit Kinder. Ich liebe zwar kinder aber ich weiss nicht wieviel verantwortung ich im Kauf nehmen werde. Es ist für mich wichtig dass ich genug Zeit zu verfügung bekomme um die Sprache zu lernen und um neue Leute zu treffen. Ich bin sozial und mag sehr gerne neue sachen unternehmen, sachen lernen; mit Kinder spielen und behilflich sein. Ich freue mich sehr auf Ihre Antwort. Mit freundlichen GrüÃe, Maria Meier maria.meier@internet.de Tel. 0 Stadt X BahnhofsstraÃe, Stadt Y, Mexiko",B2
"Auspairsglobal Bahnhofstra 101 Wiesbaden Stadt X . , Vom April 2011 lerne Ich Deutsch, und gestern Aben las ich Ihre Anzeige in der Zeitung. Ich bin 20 Jahr Alt und ich interessiere mich für eine Au-pair Stelle in Deutschland. Für diese Stelle bringe ich alle Voraussetzungen mit, Ich studierte 2 jahre Psycologisch an der Univärsitet. Ich spreche Englisch Spanisch aber ich spreche wenig Deutsch. Ich möchte viele Information bekommen. Ich bin Komlumbianisch und Ich brauche. ein Aufenthatserlaubnis und Ich möchte weisen, welche Dokumentation brauche ich schiken. Ich möchte die Deutsche Sprache lernen. aber leider kann ich nicht ein Deutsch Kurz betzalen. Wenn ich in Deutschlan eine Familie finde, könnten sie meine Deutschkurz betzalen. Ich weis, dass in Deutschlan man in eine Volksschule Deutsch lernen kann. Muss man die Rechte und die Zeit die lernen. Wieviel Stunden pro Tag muss man arbeiten. Kann man eine Lohn bekommen. und Jeden Tag muss ich im Haus bleiben, Ich mag Tanzen und Musik Hören und Wie oft habe ich Freizeit und Kann ich ins Disko oder auf die Party gehen. Ich weis, dass ich ein Vertrag machen muss, aber diese Vertrag hat eine Probetzeit oder nicht. Ich möchte alles Informationen fur Interner bekommen. Mit freundlichen GrüÃen Tobias Müller.",B1
"Die Stadt Stadt X befindet sich in der Provinz Bozen - Italien. Sie ist eine kleine Stadt, ungefähr Einbewohner. Die Lage ist schön. Man lebt in der Natur, ohne Lärm und Verkehr. In der Stadt kann man verschiedene Gelegenheiten haben, um eine Wohnung zu finden: ein Haus oder besser gesagt ein Einfamilienhaus, eine Wohnung in einem Kondominium, auch in Kleinen Strukturen (insgesamt fünf oder sechs Wohnungen), eine Villa. Leider ist bei uns, in Südtirol sehr teuer, eine Wohnung zu kaufen. In Stadt X kostet es ungefähr â¬ 3Â´5000 pro mÂ². Man lebt gut, aber das Leben ist ""teuer"". Viele Familien wählen also für eine Wohnung in Miete. Das bedeutet, dass die Miete für eine NettoFläche um 70/80 mÂ², â¬ 750,00/800,00 pro Monat kostet. Es gibt kein groÃes Unterschied zwischen neuen oder alten Gebäude. Wenn mann kauft, aber Unterschied ist zwanzig oder dreisig Prozent. Man sollte beobachten, wie die Struktur des Hauses oder Wohnung ist. Ein altes Haus bracht vielleicht eine Renovierung. Für Wohnungen mit 80 mÂ² bezahlt man â¬ ,00 oder â¬ ,00 für innere Renovierungen (neue Fenster, Türen, Boden, etc.) In Stadt X lebt man aber gut, und wenn auch die Wohnungen ein biÃchen mehr als in anderen Orten kostet, ist meiner Meinung, nicht ein groÃes Problem. Es gibt Lebensqualität!",C1
"Ist es sinnvoll, auch im Ausland die Traditionen fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren? In diesem Satz verstecken sich zwei uralte Frage - woher komme ich und wochin gehe ich? Die Antwort soll man selbst finden. Meiner Meinung nach, soll jeder Auslander das Ausgleich für sich finden und behalten. Das bedeutet: die Kultur, die Sprache, die Geschichte des Gastlanders sehr gut kennen und respektieren, allerdings diene eigene Kultur nicht zu vergessen. Weil man von seiner Vergangenheit geprägt ist, und diese Vergangenheit besteht aus der Sprache und der Kultur seines Heimats sowie aus verschiedene Erlebnisse, die man dort erlebt hat und Leute, die man dort kennengelernt hat. Man kann nicht auf solchen grössen Teil seiner Personlichkeit zu verzichten, ohne seine psychische Gesundheit nicht zu schaden. Den Zweck der Auswanderung soll man auch in Betracht nehmen. Wenn man z.B. als Spezialist kommt, um an einen befristeten Projekt teilzunehmen, kann man sich leisten, nicht in die Tiefe zu gehen. Aber wenn man für immer oder für sehr lange Zeit kommt, dann muss man sehr grösses Welt auf der Integration legen. Dies zwei Frage richtig beantworten ist nicht einfach. Ich wünsche mir und allen anderen, die ähnliche Fragen haben, das Ausgleich zu finden.",B2
"Ich begrüÃe alle, der sich für das Thema âLändern und ihren Traditionen"" interessiert. Ich möchte auch meine Meinung dazu sagen. Seit zehn Jahren lebe ich im Europäischen Raum. Schweiz bedeutet für mich das Herz des Europas. Da gibt es viel verschiedenen Kulturen, die zusammen verbunden sind. Eineseits es ist interessant, in dieser Umgebung zu leben. Gleichzeitig, man muss richtig lernen, wie er mit Einwohnern des Landes zusammen eine Harmonie zu finden kann. Je mehr multikulturel die Geselschaft, desto schwieriger das zu schaffen, Viele Leute sagen, dass sie Schweiz leiben, aber was das richtig bedeutet - denken nicht alle nach. Jedes Land hat eigene wertvolle Kultur, die aus verschiedenen Teilen besteht. Für mich bedeuten sie schweizer Landwirtschaft, Architektur, Essentraditionen, Dialekt... Alles, was so Kleine Land als Schweiz zu eine Perle in der ganze Welt macht. Ich denke, wir müssen respektieren die Traditione den Leute, welche da geboren und aufgewachsen sind. Das macht edes Land besonderes atraktiv. Ich persönlich versuche liebe anpassen, statt in andere Ländern âkleine Russland"" zu bauen. Das heist aber nicht, das ich die Traditione von meinem Land vergessen habe. Die Leibe zu Russland bleibt ganz tief in meinem Herz. Und wenn jemand mich darüber fragt, erzälte ich gerne über meine weitere zweite Heimat.",B2
"Meiner Meinung nach es ist, dass Jedes Land ihre traditionen behalten muss. Es ist wichtig, dass Jeder ihre Traditionen zeigen kann. Ich glaube, dass wenn Jemand ins Ausland geht, dann kann man die Traditionen immer noch machen und zeigen. Aber ich finde es wichtig, dass die Personen ihre Traditionen nicht lassen müssen aber ich finde auch gut, wenn eine Person in ander Land geht, dann die Traditionen von diesem Land Respektiere sowie übungen. In Jedem Land muss man die Traditionen realizieren, damit jede Einwohner nicht die Traditionen behalten. Ich glaube, dass jedes Land mit Traditionen, Kultur und so weiter ein schönes Land ist. Deshalb ist es wichtig immer was wir haben zu demostrieren. In meinem Land haben wir viel Traditionen zB. Wir müssen 56 kg Laufen um einer Ort zu besuchen, in diesem Ort die Leuten gehen, weil wir ein Religiosische Engel da haben. Es gibt auch das Essen, ich glaube es ist eine Teil von einer Tradition oder eine Kultur. Wie die Leute anziehe, es ist auch Kultur, etc. Es ist meine Meinung auf die Frage warum muss man die Traditionen behalten? Ich denke es ist sehr wichtig in Jede Person.",B1
"Ich stelle mir selbst die Frage, was sinnvoller sein könnte, ob Mann eigene Traditionen eigenes Landes total abschaffen sollte oder nicht? Einerseits bin ich überzeugt, dass wir anderen Kulturen und die Traditionen unbedingt kennenlernen sollten. Anderseits bin ich nicht ganz sicher, ob es jeder schaffen könnte. Das Land, wo wir geboren sind, wo wir aufgewachsen sind, hat es doch für uns grossen Bedeutungen für unseres Leben. Wir müssen nicht vergessen, von wo wir kommen und wie wir für das Leben mitbekommen haben von unserer Vorgänger. Vorallem finde ich es sehr schwer, wenn jemand wahnsinnig religios ist. Beispielweise nenne ich die Vorfall in Frankreich mit dem Kopftuch bei der Fraen. Meiner Meinung nach kann man solche Regelung nicht akzeptieren. Wir haben doch eigenen Kopf zu denken und zu gestallten. Mann muss jeden die Entscheidung fallen lassen. Mit der Zwangemassnahmen erreicht man sicherlich nicht viel. In meiner Sicht bin ich total Bereit mich anzupassen an das Land, wo ich lebe. Die Entscheidung sollte man unbedingt jeden frei lassen. Damit wir alle gegenseitig andere Menschen und die Tradition kennen lernen können.",B2
"Multikultur für eine wertvoller Welt. Während ich die letzte vier Jahren von meinem Leben im Ausland verbracht, war ich sehr oft mit der Frage der Kulturmischung konfrontiert. Sollte ich überhaupt wählen zwischen meinen Traditionen und den meines Gaslandes? Als ich in Stadt X angekommen bin, war es für mich sehr wichtig diese fremde Kultur zu respektieren. Obwohl ich es noch nicht verstehen könnte, habe ich sofort probiert mit den Einwohner in Kontakt zu kommen. Das war wichtig ihres Leben zu teilen um mich besser in ihre Kultur zu orientieren. Einerseits hat mir diese erste Erfahrung mit meinem neuen Heimat geholfen, aber anderseits habe ich starke Heimweh gefühlt. Was ich dort vergessen hatte war meine eigene Identität und die Werte meiner Kultur. Obwohl man eine neue Kultur respektieren und verstehen muss, sollte man nich vergessen unsere eigne Diversität mitzubringen. Interkultureller Austausch macht eine bessere und reiche Welt und deswegen muss man nicht nur an der Kultur des Gastlandes orientieren, sondern auch die Traditionen seines Heimatlandes fortzusetzen. Multikultur macht die Welt wertvoller.",C1
"Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren? Man muss informiert über die Art und weise, wie Babys und klein Kinder ihre Traditionen erlernen. Dies ist nämlich eine höchst komplexe Angelengenheit. Um ehrlich zu sein ich weis noch nicht genau dass, mann sich an der Kultur des Gastlandes orientieren sollte oder nciht. Leute setzten sich auf groÃe Gefühle, auf die Traditionen seines Heimatlandes. Ich bin der Meinung, wir mussen unsere Traditionen mit welche vorteil bei andere gibt. Wir können selber entscheiden und die bessre auswählen. Die Traditionen eines Landes muss nicht das Gastland stören. wenn die anderen nicht stören, es ist nich sinnvoll aus in Ausland die fortzusetzen.",B1
"In einem Internetforum geht es um das Thema âIst es sinnvoll, auch im Auslang die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich ander Kultur des Gastlandes orientieren?"" Ja, als Ausländer ich würde sage, dass man eintlich in die neue Kultur sich intigrieren soll Ich glaube wenn man in eine neue Land ist. Ist nicht einfach, am meisten man muss einen neuen Sprachen lernen, neue Arbeit suchen, neuen Freunden finden. us.w. Und diese Anfang ist für ein Erwachsen schwer. Für eine Seite finde ich, sehr, ineressant und wundervoll neue Kulter lernen, neues Essen probieren und ganz andere Land Kennen zu lernen. Aber für die andere Seite ist nicht immer schön. Zum Beispiel fängt schon mit, dass meinen SchulabschluÃ nicht anerkannt ist. Und wenn ich in Deutschland studieren möchte. Zuerst muss ich die Schule besuchen. Und das schwer Für mich, ist akzeptieren, dass ich schon studiere habe, aber muss ich nochmal weil in andere Länder nicht anerkannt ist. Aber gut ich bin schon seit 2 Jahre in Deutschland und trotz des schwirigkeiten mit Arbeit finden. Gefällt mir sehr gut das Land. Und was mir sehr gut geholfen hat, war das ich mich intigriert habe. Ich kann das jeder empfahlen. Weil wenn man sich intigriert, man versteht besser die Kultur, und warum so ist. AuÃerdem wenn man seine Land verlässt, ist am meisten für neuen möglichkeit zu finden. Und ohne sich intigrieren wäre aber sehr schwer. Am SchluÃ ich würde sagen man vergisst nicht seine würtzen, aber man kann über ander Kultur lernen und sich viel schöner Erfahrung mitbringen.",B2
"Wohnungsmarkt in Stadt X In den letzten Jahren ist es zu beobachten, dass der Wohnungsmarkt in der grossen Städten sich verändert hat. Diese Veränderungen des Wohnungsmarktes bringen mit sich an gewisse Schwierigkeiten. So etwas aussert sich (drückt sich aus) auf die Miete, in dem sich viele Mieter nicht mehr in dem gewohnten Umgebung bleiben können. Für di Jungen und dynamischen Mieter gibt es in diesem Hinsicht keine Schwierigkeiten. Die Jungen Mieter leben meistens alleine, und Verdienen vor allem genug. Die Jungen sind auch sehr flexibel wen es um Veränderungen handelt, und die Stadt bietet viele Vorteile für Sie. Ein 3 Zimmer Wohnung in Stadt X kostet ungefähr 2200 CHF. Wen man in betracht zieht den Verdienst eines Jungen Arbeitnehmer, dan kan Man sagen das ein Junger Arbeitnehmer so etwass leisten kann. Die Vorteile des grossen Stadtes sollte man auch mitberücksichtigen. Ein Stadbewohner ist sozusagen immer am Mitelpunkt des Geschehens, denken wir man an da Kulturleben den die Stadteinrichtungen bieten usw. Daher denke ich das trotz die höhen Mieten, das Wohnen und Arbeiten, Ja Leben in einen Grosstadt zu beführworten ist. Stadt X den",B2
"Worum ich das Deutschlernen für sinvoll halte? Deutsch ist eine der meist gesprochenene Sprachen in Europa. Ich finde es für sinvoll wen Menschen die in Deutschsprächigen Raum leben und Arbeiten möchten Deutsch zu lernen. Deutschland und die Länder in denen Deutsch gesprochen wird sind die Motor der Entwicklung in Europa und in der Welt. Die Kultur die diese Länder in der Entwicklung und in die Geschichte ist Enorm, Darum finde ich wen es um die Deutsche Sprache geht, man hat viele Vorteile, wen man diese Sprache sprechen und schreiben kann. Das war der Erste Grund, aus meiner Sicht, aussordem finde ich das mit der Globalisierung heutzutage es genügt nicht wen man / frau nur eine Sprache spricht, sonder um erfolgreich zu sein muss man mehrere Sprachen sprechen können. Kommunikation ist alles, Ja es stimt ohne die Sprache kann man sich nicht austauschen und er ist sozusagen einer âAutsider"" - Aussenseiter. Um Weiter zu gehen - Deutscher und Deutschand sind die Wiege der Kultur und Zivilisation in der neuen Geschichte. Gothe, Schiler, Man (Thomas) Damit man die Werke dieser Schriftsteller besser verstehen kann ist empfehlenswert auch deren Sprache zu lernen. Es gibt vielleicht auch unzählige Gründe, warum man Deutsch lernen mus aber ich habe nur die die für mich Im Moment im Sinn mir kammen. M. Meier",B2
"Wohnen in der Schweiz Willkommen in Stadt X. Es ist schön Sie hier willkommen zu heissen. In folgenden Bericht beschreibe ich die Möglichkeiten ein eigenes Zuhause zu bekommen. Es besteht die Möglichkeit ein Wohnung zu kaufen oder mieten, aber auch ein Haus zu kaufen oder mieten. Ein Haus zu mieten ist sinnlos, weil es viel zu viel kosten würde. Wer aber will und die Kapital ein Haus oder Wohnung zu kaufen hat, soll es tun, weil die Zinsen ganz tief lagen. Vorallem, wenn man ein Familie hat oder einen planen will und auch länger in Stadt X bleiben will. Für alleinstehende empfehle ich ein Wohnung zu mieten. Es gibt seht grosse Auswahl von verschiedenen Wohnungen und auch die Priesen. Man sollte achten, dass man nicht zu viel bezahlt. Dafür empfähle ich sich direkt bei Immobilienmarkt zu verwenden. Ob man kaufen oder mieten will, sie können helfen. Und auch die Preise sind da korrekt angepasst. Aber es gibt auch die Inserate In den Zeitungen und im Internet. Natürlich braucht es viel Zeit alles durchzulesen und die Preise zu vergleichen, aber es ist das Wert. Es spielt keine Rolle, wo und wie sie wohnen möchten. Ob mieten oder kaufen, es ist ihnen überlassen. Wichtig ist, das sie eine Zuhause finden. Die lehren Wohnräume warten auf neue Leute und neue Wohnideen",C1
"Stadt X, eine Stadt in der Zentralschweiz mit Einwohnern, wächst ständig. In den letzten 10 Jahren hat die Zahl an Wohnungen stark zugenommen, da die Einwohnerzahl der Stadt auch zugenommen hat. In Stadt X gibt es auch Häuser, die zum Verkauf stehen, jedoch gibt es in der Stadt selbst weitaus mehr Wohnungen als Häuser. Generell gibt es in der Stadt, mehr Einzelpersonen und Paare, als Familien. Familien leben oftmals etwas ausserhalb des Stadtzentrums oder in den Weiten des Kantons. Familien leben oftmals in Häusern oder grossen Wohnungen, da es aber viele, wohlhabende Menschen gibt, leben die meissten Familien in Häusern ausserhalb der Stadt Stadt X. Viele Einzelpersonen entscheiden sich für moderne Wohnungen am Stadtrand oder Wohngemeinschaften mit Bekannten, da diese Varianten weitaus billiger sind, als das Kaufen oder Mieten eines Hauses. Wenn man eine Wohnung oder ein Haus kaufen oder mieten will, muss man beachten, dass man die Formulare richtig ausfüllt, denn in der Schweiz kann jeder kleine Fehler einer Person beim Kauf oder Mieten einer Immobilie zum Verhängnis werden. Des Weiteren ist es auch wichtig zu wissen, dass es von einem Mieter erwartet wird, dass diese Person das Haus gut behandelt. Es ist auch gut zu wissen, dass viele Verkäufer einer Immobilie in der Schweiz oftmals viel potentielle Käufer haben, also kann ein zu tiefes Angebot negative Auswirkungen haben.",C1
